seq_index,seq_start_row,seq_start_time,recon_error,anomaly_flag
980,15680,2025-07-21 06:23:05.331,0.008679063,0
981,15696,2025-07-21 06:23:10.481,0.008684119,0
982,15712,2025-07-21 06:23:16.509,0.008685712,0
983,15728,2025-07-21 06:23:24.930,0.008689148,0
984,15744,2025-07-21 06:23:30.082,0.008687851,0
985,15760,2025-07-21 06:23:32.498,0.008690518,0
986,15776,2025-07-21 06:23:39.817,0.008701275,0
987,15792,2025-07-21 06:23:46.914,0.008688012,0
988,15808,2025-07-21 06:23:54.654,0.008679822,0
989,15824,2025-07-21 06:23:56.863,0.0086905835,0
990,15840,2025-07-21 06:24:03.455,0.0086844545,0
991,15856,2025-07-21 06:24:10.466,0.008683214,0
992,15872,2025-07-21 06:24:19.250,0.008687335,0
993,15888,2025-07-21 06:24:21.615,0.008687117,0
994,15904,2025-07-21 06:25:42.309,0.008690359,0
995,15920,2025-07-21 06:25:48.141,0.008693822,0
996,15936,2025-07-21 06:25:55.851,0.0086923,0
997,15952,2025-07-21 06:26:01.590,0.008683111,0
998,15968,2025-07-21 06:26:04.034,0.008687517,0
999,15984,2025-07-21 06:26:11.645,0.008694257,0
1000,16000,2025-07-21 06:26:18.936,0.008685904,0
1001,16016,2025-07-21 06:26:26.681,0.008682324,0
1002,16032,2025-07-21 06:26:28.789,0.008691568,0
1003,16048,2025-07-21 06:26:34.152,0.008683383,0
1004,16064,2025-07-21 06:26:42.752,0.008682433,0
1005,16080,2025-07-21 06:26:51.199,0.008686698,0
1006,16096,2025-07-21 06:26:54.000,0.008679182,0
1007,16112,2025-07-21 06:26:59.095,0.0086873695,0
1008,16128,2025-07-21 06:27:04.878,0.008689841,0
1009,16144,2025-07-21 06:27:12.646,0.008688874,0
1010,16160,2025-07-21 06:27:18.299,0.008688986,0
1011,16176,2025-07-21 06:27:21.080,0.008736889,0
1012,16192,2025-07-21 06:27:28.359,0.008793278,0
1013,16208,2025-07-21 06:27:35.552,0.008783718,0
1014,16224,2025-07-21 06:27:43.251,0.008778505,0
1015,16240,2025-07-21 06:31:52.643,0.008736927,0
1016,16256,2025-07-21 06:32:00.108,0.008684119,0
1017,16272,2025-07-21 06:32:06.152,0.008685711,0
1018,16288,2025-07-21 06:32:14.619,0.008689148,0
1019,16304,2025-07-21 06:32:19.857,0.008687851,0
1020,16320,2025-07-21 06:32:22.246,0.008690518,0
1021,16336,2025-07-21 06:32:29.724,0.008701275,0
1022,16352,2025-07-21 06:32:36.858,0.008688012,0
1023,16368,2025-07-21 06:32:44.675,0.008679822,0
1024,16384,2025-07-21 06:32:46.784,0.008691414,0
1025,16400,2025-07-21 06:32:53.359,0.008683072,0
1026,16416,2025-07-21 06:33:00.393,0.008682693,0
1027,16432,2025-07-21 06:33:09.105,0.008682705,0
1028,16448,2025-07-21 06:33:11.454,0.008683955,0
1029,16464,2025-07-21 06:33:16.599,0.008683945,0
1030,16480,2025-07-21 06:33:22.636,0.0086824205,0
1031,16496,2025-07-21 06:33:32.176,0.00868998,0
1032,16512,2025-07-21 06:33:36.094,0.008684701,0
1033,16528,2025-07-21 06:33:38.514,0.008693183,0
1034,16544,2025-07-21 06:33:47.525,0.008702696,0
1035,16560,2025-07-21 06:33:55.202,0.008692812,0
1036,16576,2025-07-21 06:34:01.249,0.008683305,0
1037,16592,2025-07-21 06:34:03.072,0.008686823,0
1038,16608,2025-07-21 06:34:09.810,0.008685606,0
1039,16624,2025-07-21 06:34:18.319,0.008681877,0
1040,16640,2025-07-21 06:34:26.115,0.008681811,0
1041,16656,2025-07-21 06:34:28.069,0.008686849,0
1042,16672,2025-07-21 06:34:33.510,0.008682681,0
1043,16688,2025-07-21 06:34:41.017,0.008681549,0
1044,16704,2025-07-21 06:34:49.113,0.008689489,0
1045,16720,2025-07-21 06:34:52.912,0.008680746,0
1046,16736,2025-07-21 06:34:58.319,0.008690442,0
1047,16752,2025-07-21 06:35:04.532,0.008698644,0
1048,16768,2025-07-21 06:35:12.028,0.008692481,0
1049,16784,2025-07-21 06:35:17.996,0.008686725,0
1050,16800,2025-07-21 06:35:20.420,0.008686823,0
1051,16816,2025-07-21 06:35:27.085,0.00868951,0
1052,16832,2025-07-21 06:35:34.905,0.008681871,0
1053,16848,2025-07-21 06:35:42.641,0.008681656,0
1054,16864,2025-07-21 06:35:44.739,0.008690741,0
1055,16880,2025-07-21 06:35:50.299,0.008682664,0
1056,16896,2025-07-21 06:35:57.790,0.008681474,0
1057,16912,2025-07-21 06:36:07.440,0.008685747,0
1058,16928,2025-07-21 06:36:10.105,0.008683005,0
1059,16944,2025-07-21 06:36:30.341,0.008690359,0
1060,16960,2025-07-21 06:36:36.054,0.008693821,0
1061,16976,2025-07-21 06:36:43.713,0.008692301,0
1062,16992,2025-07-21 06:36:49.529,0.00868311,0
1063,17008,2025-07-21 06:36:51.962,0.008687517,0
1064,17024,2025-07-21 06:36:59.569,0.008694257,0
1065,17040,2025-07-21 06:37:06.873,0.008685904,0
1066,17056,2025-07-21 06:37:14.700,0.008682324,0
1067,17072,2025-07-21 06:37:16.803,0.008690736,0
1068,17088,2025-07-21 06:37:22.123,0.008685118,0
1069,17104,2025-07-21 06:37:30.688,0.008683162,0
1070,17120,2025-07-21 06:37:39.095,0.008690946,0
1071,17136,2025-07-21 06:37:41.839,0.008684718,0
1072,17152,2025-07-21 06:41:38.963,0.008693183,0
1073,17168,2025-07-21 06:42:33.987,0.008702696,0
1074,17184,2025-07-21 06:42:41.519,0.008692811,0
1075,17200,2025-07-21 06:42:47.640,0.008683305,0
1076,17216,2025-07-21 06:42:49.417,0.008686823,0
1077,17232,2025-07-21 06:42:56.131,0.0086856065,0
1078,17248,2025-07-21 06:43:04.667,0.008681877,0
1079,17264,2025-07-21 06:43:12.460,0.008681811,0
1080,17280,2025-07-21 06:43:14.397,0.008687681,0
1081,17296,2025-07-21 06:43:19.821,0.008683513,0
1082,17312,2025-07-21 06:43:27.365,0.00868238,0
1083,17328,2025-07-21 06:43:35.491,0.008690321,0
1084,17344,2025-07-21 06:43:39.388,0.008686848,0
1085,17360,2025-07-21 06:43:44.676,0.008750485,0
1086,17376,2025-07-21 06:43:50.910,0.008800056,1
1087,17392,2025-07-21 06:43:58.404,0.008786251,0
1088,17408,2025-07-21 06:44:04.555,0.00877418,0
1089,17424,2025-07-21 06:44:26.165,0.008729421,0
1090,17440,2025-07-21 06:44:32.576,0.008682663,0
1091,17456,2025-07-21 06:44:40.014,0.008681474,0
1092,17472,2025-07-21 06:44:49.677,0.008685746,0
1093,17488,2025-07-21 06:44:52.354,0.008679466,0
1094,17504,2025-07-21 06:44:57.518,0.008690359,0
1095,17520,2025-07-21 06:45:03.318,0.008693821,0
1096,17536,2025-07-21 06:45:11.116,0.008692301,0
1097,17552,2025-07-21 06:45:16.851,0.008686649,0
1098,17568,2025-07-21 06:45:19.278,0.008686684,0
1099,17584,2025-07-21 06:45:26.948,0.008693424,0
1100,17600,2025-07-21 06:45:34.279,0.008685072,0
1101,17616,2025-07-21 06:45:42.011,0.008681493,0
1102,17632,2025-07-21 06:45:44.046,0.008690735,0
1103,17648,2025-07-21 06:45:49.469,0.00868256,0
1104,17664,2025-07-21 06:45:58.079,0.00868159,0
1105,17680,2025-07-21 06:46:06.431,0.008685866,0
1106,17696,2025-07-21 06:46:09.190,0.008686057,0
1107,17712,2025-07-21 06:46:14.249,0.00875797,0
1108,17728,2025-07-21 06:46:20.033,0.008799918,0
1109,17744,2025-07-21 06:46:27.738,0.0087899715,0
1110,17760,2025-07-21 06:46:33.468,0.0087738875,0
1111,17776,2025-07-21 06:46:50.290,0.008744036,0
1112,17792,2025-07-21 06:46:57.168,0.008780065,0
1113,17808,2025-07-21 06:47:05.660,0.008781064,0
1114,17824,2025-07-21 06:47:14.561,0.008788611,0
1115,17840,2025-07-21 06:47:35.529,0.008759756,0
1116,17856,2025-07-21 06:47:39.612,0.008690519,0
1117,17872,2025-07-21 06:47:47.038,0.008701275,0
1118,17888,2025-07-21 06:47:54.137,0.008688012,0
1119,17904,2025-07-21 06:48:01.880,0.008679822,0
1120,17920,2025-07-21 06:48:04.027,0.0087413965,0
1121,17936,2025-07-21 06:48:10.724,0.008760159,0
1122,17952,2025-07-21 06:48:17.907,0.008763648,0
1123,17968,2025-07-21 06:48:26.674,0.00876372,0
1124,17984,2025-07-21 06:50:56.127,0.008710369,0
1125,18000,2025-07-21 06:51:32.579,0.008686438,0
1126,18016,2025-07-21 06:51:41.011,0.008682708,0
1127,18032,2025-07-21 06:51:48.894,0.008682642,0
1128,18048,2025-07-21 06:51:50.835,0.008686966,0
1129,18064,2025-07-21 06:51:56.214,0.008682681,0
1130,18080,2025-07-21 06:52:03.759,0.008681549,0
1131,18096,2025-07-21 06:52:11.838,0.008689489,0
1132,18112,2025-07-21 06:52:15.722,0.008680746,0
1133,18128,2025-07-21 06:52:21.051,0.008690442,0
1134,18144,2025-07-21 06:52:27.290,0.008698644,0
1135,18160,2025-07-21 06:52:34.725,0.008692481,0
1136,18176,2025-07-21 06:52:40.781,0.008686725,0
1137,18192,2025-07-21 06:52:43.221,0.008686823,0
1138,18208,2025-07-21 06:52:49.992,0.008689512,0
1139,18224,2025-07-21 06:52:57.841,0.00868187,0
1140,18240,2025-07-21 06:53:05.590,0.008681655,0
1141,18256,2025-07-21 06:53:07.542,0.00869074,0
1142,18272,2025-07-21 06:53:13.073,0.008682663,0
1143,18288,2025-07-21 06:53:20.541,0.008681474,0
1144,18304,2025-07-21 06:53:30.144,0.008685746,0
1145,18320,2025-07-21 06:53:32.935,0.008683837,0
1146,18336,2025-07-21 06:53:38.049,0.00869119,0
1147,18352,2025-07-21 06:53:43.819,0.008694653,0
1148,18368,2025-07-21 06:53:51.684,0.008693132,0
1149,18384,2025-07-21 06:53:57.482,0.008683111,0
1150,18400,2025-07-21 06:53:59.916,0.008730013,0
1151,18416,2025-07-21 06:54:07.531,0.008791273,0
1152,18432,2025-07-21 06:54:14.713,0.008824381,1
1153,18448,2025-07-21 06:54:22.432,0.008815132,1
1154,18464,2025-07-21 06:54:46.150,0.008775311,0
1155,18480,2025-07-21 06:58:10.629,0.008737476,0
1156,18496,2025-07-21 06:58:56.414,0.008697404,0
1157,18512,2025-07-21 06:59:04.252,0.008696239,0
1158,18528,2025-07-21 06:59:13.814,0.008696931,0
1159,18544,2025-07-21 06:59:16.026,0.008697352,0
1160,18560,2025-07-21 06:59:20.497,0.008707724,0
1161,18576,2025-07-21 06:59:25.723,0.008731284,0
1162,18592,2025-07-21 06:59:32.257,0.008750814,0
1163,18608,2025-07-21 06:59:39.781,0.008724667,0
1164,18624,2025-07-21 06:59:41.634,0.00872873,0
1165,18640,2025-07-21 06:59:57.452,0.008732057,0
1166,18656,2025-07-21 07:00:15.532,0.008697403,0
1167,18672,2025-07-21 07:00:23.352,0.008696239,0
1168,18688,2025-07-21 07:00:32.907,0.008696931,0
1169,18704,2025-07-21 07:00:35.144,0.008697352,0
1170,18720,2025-07-21 07:00:39.620,0.008707724,0
1171,18736,2025-07-21 07:00:44.967,0.008716574,0
1172,18752,2025-07-21 07:00:51.601,0.008703499,0
1173,18768,2025-07-21 07:00:59.144,0.008696967,0
1174,18784,2025-07-21 07:01:00.994,0.008708115,0
1175,18800,2025-07-21 07:01:23.695,0.008700601,0
1176,18816,2025-07-21 07:01:31.551,0.008696442,0
1177,18832,2025-07-21 07:01:40.008,0.00869337,0
1178,18848,2025-07-21 07:01:41.958,0.008695851,0
1179,18864,2025-07-21 07:01:46.377,0.008704548,0
1180,18880,2025-07-21 07:01:51.944,0.008707441,0
1181,18896,2025-07-21 07:01:59.260,0.008699378,0
1182,18912,2025-07-21 07:02:05.699,0.0086968215,0
1183,18928,2025-07-21 07:02:08.132,0.008704188,0
1184,18944,2025-07-21 07:02:15.075,0.008708359,0
1185,18960,2025-07-21 07:02:21.622,0.008699715,0
1186,18976,2025-07-21 07:02:30.192,0.0086892815,0
1187,18992,2025-07-21 07:02:31.790,0.008700355,0
1188,19008,2025-07-21 07:02:54.196,0.0086991135,0
1189,19024,2025-07-21 07:03:01.098,0.008700277,0
1190,19040,2025-07-21 07:03:08.801,0.008704469,0
1191,19056,2025-07-21 07:03:13.643,0.008699899,0
1192,19072,2025-07-21 07:03:16.129,0.008707114,0
1193,19088,2025-07-21 07:03:22.698,0.008715154,0
1194,19104,2025-07-21 07:03:29.258,0.008698559,0
1195,19120,2025-07-21 07:03:38.042,0.008688131,0
1196,19136,2025-07-21 07:03:39.751,0.008704352,0
1197,19152,2025-07-21 07:03:44.535,0.008697615,0
1198,19168,2025-07-21 07:03:52.502,0.008746582,0
1199,19184,2025-07-21 07:04:00.507,0.008735272,0
1200,19200,2025-07-21 07:04:03.597,0.00872333,0
1201,19216,2025-07-21 07:04:08.250,0.008743765,0
1202,19232,2025-07-21 07:04:19.142,0.008707945,0
1203,19248,2025-07-21 07:04:39.538,0.008715985,0
1204,19264,2025-07-21 07:04:46.050,0.008699392,0
1205,19280,2025-07-21 07:04:54.808,0.008688964,0
1206,19296,2025-07-21 07:04:56.470,0.008704353,0
1207,19312,2025-07-21 07:05:01.216,0.008697615,0
1208,19328,2025-07-21 07:05:09.049,0.008746582,0
1209,19344,2025-07-21 07:05:17.012,0.008735273,0
1210,19360,2025-07-21 07:05:20.117,0.00872333,0
1211,19376,2025-07-21 07:05:24.725,0.008743764,0
1212,19392,2025-07-21 07:05:37.656,0.008707114,0
1213,19408,2025-07-21 07:05:58.333,0.008715154,0
1214,19424,2025-07-21 07:06:04.873,0.008701921,0
1215,19440,2025-07-21 07:06:13.634,0.008748109,0
1216,19456,2025-07-21 07:06:15.394,0.008758927,0
1217,19472,2025-07-21 07:06:20.216,0.008757554,0
1218,19488,2025-07-21 07:08:59.764,0.008773717,0
1219,19504,2025-07-21 07:10:05.748,0.008723447,0
1220,19520,2025-07-21 07:10:40.751,0.008703601,0
1221,19536,2025-07-21 07:10:48.147,0.008695632,0
1222,19552,2025-07-21 07:10:56.627,0.008699133,0
1223,19568,2025-07-21 07:10:58.627,0.008703188,0
1224,19584,2025-07-21 07:11:03.148,0.008711772,0
1225,19600,2025-07-21 07:11:08.695,0.00871898,0
1226,19616,2025-07-21 07:12:35.400,0.008703494,0
1227,19632,2025-07-21 07:12:42.888,0.008700433,0
1228,19648,2025-07-21 07:12:45.323,0.008707092,0
1229,19664,2025-07-21 07:12:51.383,0.008703601,0
1230,19680,2025-07-21 07:12:58.722,0.008695632,0
1231,19696,2025-07-21 07:13:08.800,0.008688512,0
1232,19712,2025-07-21 07:13:10.792,0.00869593,0
1233,19728,2025-07-21 07:13:17.628,0.008701558,0
1234,19744,2025-07-21 07:13:23.112,0.008703509,0
1235,19760,2025-07-21 07:13:32.243,0.008699944,0
1236,19776,2025-07-21 07:13:36.999,0.008700242,0
1237,19792,2025-07-21 07:13:39.758,0.008703296,0
1238,19808,2025-07-21 07:13:46.823,0.00871124,0
1239,19824,2025-07-21 07:13:53.657,0.0087023,0
1240,19840,2025-07-21 07:14:02.125,0.008688296,0
1241,19856,2025-07-21 07:14:03.742,0.008704224,0
1242,19872,2025-07-21 07:14:08.593,0.008698035,0
1243,19888,2025-07-21 07:14:15.569,0.008696183,0
1244,19904,2025-07-21 07:14:24.882,0.00870761,0
1245,19920,2025-07-21 07:14:28.030,0.008705959,0
1246,19936,2025-07-21 07:14:30.510,0.008714651,0
1247,19952,2025-07-21 07:14:38.318,0.008726069,0
1248,19968,2025-07-21 07:15:04.563,0.0087023,0
1249,19984,2025-07-21 07:15:13.057,0.008688296,0
1250,20000,2025-07-21 07:15:14.668,0.008704224,0
1251,20016,2025-07-21 07:15:19.563,0.008698035,0
1252,20032,2025-07-21 07:15:26.513,0.008696184,0
1253,20048,2025-07-21 07:15:35.833,0.008700646,0
1254,20064,2025-07-21 07:15:40.282,0.008700962,0
1255,20080,2025-07-21 07:15:42.775,0.008705187,0
1256,20096,2025-07-21 07:15:53.196,0.008719252,0
1257,20112,2025-07-21 07:15:59.534,0.008702421,0
1258,20128,2025-07-21 07:16:07.391,0.008690029,0
1259,20144,2025-07-21 07:16:09.278,0.008707296,0
1260,20160,2025-07-21 07:16:13.829,0.008696571,0
1261,20176,2025-07-21 07:16:21.563,0.008695409,0
1262,20192,2025-07-21 07:16:31.156,0.008696101,0
1263,20208,2025-07-21 07:16:33.457,0.008696522,0
1264,20224,2025-07-21 07:16:37.977,0.008706891,0
1265,20240,2025-07-21 07:16:43.193,0.008715742,0
1266,20256,2025-07-21 07:16:49.827,0.008709398,0
1267,20272,2025-07-21 07:16:57.461,0.008700031,0
1268,20288,2025-07-21 07:16:59.207,0.008713871,0
1269,20304,2025-07-21 07:17:05.367,0.0087076975,0
1270,20320,2025-07-21 07:17:28.643,0.008696239,0
1271,20336,2025-07-21 07:17:38.196,0.008696931,0
1272,20352,2025-07-21 07:17:40.435,0.008696522,0
1273,20368,2025-07-21 07:17:44.902,0.008706892,0
1274,20384,2025-07-21 07:17:50.353,0.008715742,0
1275,20400,2025-07-21 07:17:56.841,0.008702667,0
1276,20416,2025-07-21 07:18:04.441,0.008696967,0
1277,20432,2025-07-21 07:18:06.275,0.008708115,0
1278,20448,2025-07-21 07:18:12.426,0.0087006,0
1279,20464,2025-07-21 07:18:20.185,0.008729234,0
1280,20480,2025-07-21 07:18:28.716,0.008748315,0
1281,20496,2025-07-21 07:18:30.659,0.008725358,0
1282,20512,2025-07-21 07:18:35.264,0.008744784,0
1283,20528,2025-07-21 07:21:09.353,0.008735101,0
1284,20544,2025-07-21 07:21:46.977,0.0086972695,0
1285,20560,2025-07-21 07:21:53.641,0.008696348,0
1286,20576,2025-07-21 07:22:03.181,0.0086933365,0
1287,20592,2025-07-21 07:22:05.470,0.00869353,0
1288,20608,2025-07-21 07:22:09.948,0.008704665,0
1289,20624,2025-07-21 07:22:15.229,0.008712415,0
1290,20640,2025-07-21 07:22:21.899,0.008703495,0
1291,20656,2025-07-21 07:22:29.386,0.008700433,0
1292,20672,2025-07-21 07:22:31.825,0.008707923,0
1293,20688,2025-07-21 07:22:37.872,0.008706647,0
1294,20704,2025-07-21 07:22:45.205,0.008697817,0
1295,20720,2025-07-21 07:22:53.685,0.008694806,0
1296,20736,2025-07-21 07:22:55.625,0.008701466,0
1297,20752,2025-07-21 07:24:27.627,0.008707724,0
1298,20768,2025-07-21 07:24:32.950,0.008716574,0
1299,20784,2025-07-21 07:24:39.586,0.008703499,0
1300,20800,2025-07-21 07:24:47.073,0.008696966,0
1301,20816,2025-07-21 07:24:48.708,0.008708115,0
1302,20832,2025-07-21 07:24:54.866,0.008700601,0
1303,20848,2025-07-21 07:25:02.631,0.008696442,0
1304,20864,2025-07-21 07:25:11.151,0.008693369,0
1305,20880,2025-07-21 07:25:13.100,0.008692295,0
1306,20896,2025-07-21 07:25:17.502,0.008704549,0
1307,20912,2025-07-21 07:25:23.211,0.008707441,0
1308,20928,2025-07-21 07:25:30.524,0.008699378,0
1309,20944,2025-07-21 07:25:37.073,0.008700377,0
1310,20960,2025-07-21 07:25:39.508,0.008703548,0
1311,20976,2025-07-21 07:25:46.485,0.008707526,0
1312,20992,2025-07-21 07:25:53.198,0.0086988835,0
1313,21008,2025-07-21 07:26:01.698,0.008688451,0
1314,21024,2025-07-21 07:26:03.310,0.008700164,0
1315,21040,2025-07-21 07:26:08.101,0.0086991135,0
1316,21056,2025-07-21 07:26:15.067,0.008713833,0
1317,21072,2025-07-21 07:26:22.744,0.008708972,0
1318,21088,2025-07-21 07:26:27.623,0.008701315,0
1319,21104,2025-07-21 07:26:30.113,0.008714743,0
1320,21120,2025-07-21 07:28:09.865,0.008703601,0
1321,21136,2025-07-21 07:28:17.251,0.008695632,0
1322,21152,2025-07-21 07:28:25.745,0.008688512,0
1323,21168,2025-07-21 07:28:27.738,0.00869593,0
1324,21184,2025-07-21 07:28:32.205,0.008701558,0
1325,21200,2025-07-21 07:28:37.738,0.008703509,0
1326,21216,2025-07-21 07:28:46.979,0.008699944,0
1327,21232,2025-07-21 07:28:51.684,0.008700301,0
1328,21248,2025-07-21 07:28:54.459,0.008703296,0
1329,21264,2025-07-21 07:29:01.181,0.00871124,0
1330,21280,2025-07-21 07:29:07.811,0.0087023,0
1331,21296,2025-07-21 07:29:16.277,0.008688236,0
1332,21312,2025-07-21 07:29:17.892,0.008704224,0
1333,21328,2025-07-21 07:29:22.751,0.008698035,0
1334,21344,2025-07-21 07:29:29.787,0.008696183,0
1335,21360,2025-07-21 07:29:39.062,0.008700646,0
1336,21376,2025-07-21 07:29:42.154,0.008700962,0
1337,21392,2025-07-21 07:29:44.655,0.008705188,0
1338,21408,2025-07-21 07:29:52.603,0.008719252,0
1339,21424,2025-07-21 07:29:58.985,0.00870242,0
1340,21440,2025-07-21 07:30:06.810,0.008690029,0
1341,21456,2025-07-21 07:30:08.705,0.008726625,0
1342,21472,2025-07-21 07:30:13.291,0.008786647,0
1343,21488,2025-07-21 07:30:21.247,0.008802793,1
1344,21504,2025-07-21 07:30:30.829,0.008795324,0
1345,21520,2025-07-21 07:30:46.066,0.008774063,0
1346,21536,2025-07-21 07:30:49.687,0.008718227,0
1347,21552,2025-07-21 07:30:56.648,0.008708359,0
1348,21568,2025-07-21 07:31:03.259,0.008747527,0
1349,21584,2025-07-21 07:31:11.839,0.008723982,0
1350,21600,2025-07-21 07:31:13.401,0.008724098,0
1351,21616,2025-07-21 07:31:18.204,0.008744167,0
1352,21632,2025-07-21 07:31:44.952,0.008705387,0
1353,21648,2025-07-21 07:31:50.548,0.008708273,0
1354,21664,2025-07-21 07:31:57.821,0.008700209,0
1355,21680,2025-07-21 07:32:04.334,0.0086968215,0
1356,21696,2025-07-21 07:32:06.759,0.008703357,0
1357,21712,2025-07-21 07:32:13.676,0.008707526,0
1358,21728,2025-07-21 07:32:20.237,0.0086988835,0
1359,21744,2025-07-21 07:32:28.715,0.008688451,0
1360,21760,2025-07-21 07:32:30.316,0.008699523,0
1361,21776,2025-07-21 07:32:52.106,0.008698282,0
1362,21792,2025-07-21 07:32:59.088,0.008699445,0
1363,21808,2025-07-21 07:33:06.693,0.008703637,0
1364,21824,2025-07-21 07:33:11.610,0.008699899,0
1365,21840,2025-07-21 07:33:14.084,0.008707114,0
1366,21856,2025-07-21 07:33:20.854,0.008715153,0
1367,21872,2025-07-21 07:33:27.387,0.00869856,0
1368,21888,2025-07-21 07:33:36.183,0.008688132,0
1369,21904,2025-07-21 07:33:37.947,0.008704353,0
1370,21920,2025-07-21 07:33:42.696,0.008697615,0
1371,21936,2025-07-21 07:33:50.649,0.008696191,0
1372,21952,2025-07-21 07:33:58.696,0.008704351,0
1373,21968,2025-07-21 07:34:01.788,0.008701357,0
1374,21984,2025-07-21 07:34:06.505,0.008706951,0
1375,22000,2025-07-21 07:34:12.315,0.008720003,0
1376,22016,2025-07-21 07:34:18.604,0.008725066,0
1377,22032,2025-07-21 07:34:26.413,0.008700396,0
1378,22048,2025-07-21 07:34:28.028,0.008709221,0
1379,22064,2025-07-21 07:34:34.277,0.008720203,0
1380,22080,2025-07-21 07:35:37.749,0.008707113,0
1381,22096,2025-07-21 07:35:46.346,0.008715154,0
1382,22112,2025-07-21 07:35:53.079,0.008717635,0
1383,22128,2025-07-21 07:36:01.904,0.0087438645,0
1384,22144,2025-07-21 07:36:03.622,0.008730578,0
1385,22160,2025-07-21 07:36:08.761,0.008731485,0
1386,22176,2025-07-21 07:37:25.450,0.008728118,0
1387,22192,2025-07-21 07:44:41.125,0.008688194,0
1388,22208,2025-07-21 07:44:46.858,0.008690523,0
1389,22224,2025-07-21 07:44:54.672,0.008689706,0
1390,22240,2025-07-21 07:45:00.460,0.008686629,0
1391,22256,2025-07-21 07:45:03.211,0.008687573,0
1392,22272,2025-07-21 07:45:10.507,0.008698326,0
1393,22288,2025-07-21 07:45:17.840,0.008689196,0
1394,22304,2025-07-21 07:45:25.473,0.0086822305,0
1395,22320,2025-07-21 07:45:27.735,0.0086944485,0
1396,22336,2025-07-21 07:45:33.048,0.008682382,0
1397,22352,2025-07-21 07:45:41.556,0.008681788,0
1398,22368,2025-07-21 07:45:50.417,0.008685899,0
1399,22384,2025-07-21 07:45:52.893,0.008679063,0
1400,22400,2025-07-21 07:45:57.934,0.008684119,0
1401,22416,2025-07-21 07:46:03.951,0.008685711,0
1402,22432,2025-07-21 07:46:12.402,0.008689148,0
1403,22448,2025-07-21 07:46:17.956,0.008688682,0
1404,22464,2025-07-21 07:46:20.359,0.008691351,0
1405,22480,2025-07-21 07:46:27.855,0.008702107,0
1406,22496,2025-07-21 07:46:35.112,0.008688845,0
1407,22512,2025-07-21 07:46:42.864,0.008679822,0
1408,22528,2025-07-21 07:46:45.045,0.008690583,0
1409,22544,2025-07-21 07:46:51.824,0.008682242,0
1410,22560,2025-07-21 07:46:58.923,0.008681862,0
1411,22576,2025-07-21 07:47:07.625,0.008681873,0
1412,22592,2025-07-21 07:47:10.096,0.008696891,0
1413,22608,2025-07-21 07:47:15.147,0.008766198,0
1414,22624,2025-07-21 07:47:21.231,0.008797018,0
1415,22640,2025-07-21 07:47:31.029,0.008794692,0
1416,22656,2025-07-21 07:47:34.536,0.008766971,0
1417,22672,2025-07-21 07:48:15.353,0.008710487,0
1418,22688,2025-07-21 07:48:22.924,0.008686438,0
1419,22704,2025-07-21 07:48:31.170,0.008682708,0
1420,22720,2025-07-21 07:48:39.055,0.008682643,0
1421,22736,2025-07-21 07:48:40.999,0.008686848,0
1422,22752,2025-07-21 07:48:46.526,0.008682681,0
1423,22768,2025-07-21 07:48:54.046,0.008681547,0
1424,22784,2025-07-21 07:49:02.020,0.00868949,0
1425,22800,2025-07-21 07:49:05.831,0.008684285,0
1426,22816,2025-07-21 07:49:11.169,0.008690442,0
1427,22832,2025-07-21 07:49:17.391,0.008698645,0
1428,22848,2025-07-21 07:49:24.918,0.008692481,0
1429,22864,2025-07-21 07:49:30.843,0.008683186,0
1430,22880,2025-07-21 07:49:33.282,0.008686823,0
1431,22896,2025-07-21 07:49:39.973,0.008689511,0
1432,22912,2025-07-21 07:49:47.771,0.008723936,0
1433,22928,2025-07-21 07:49:55.548,0.00872626,0
1434,22944,2025-07-21 07:49:57.502,0.0087232925,0
1435,22960,2025-07-21 07:50:03.048,0.0087279845,0
1436,22976,2025-07-21 07:53:01.785,0.00869352,0
1437,22992,2025-07-21 07:54:05.329,0.008697494,0
1438,23008,2025-07-21 07:54:12.616,0.008688365,0
1439,23024,2025-07-21 07:54:20.362,0.008679874,0
1440,23040,2025-07-21 07:54:22.527,0.008715171,0
1441,23056,2025-07-21 07:54:27.884,0.008780064,0
1442,23072,2025-07-21 07:54:36.343,0.008781064,0
1443,23088,2025-07-21 07:54:45.184,0.008788611,0
1444,23104,2025-07-21 07:55:00.335,0.008759756,0
1445,23120,2025-07-21 07:55:04.427,0.008690721,0
1446,23136,2025-07-21 07:55:11.752,0.008701274,0
1447,23152,2025-07-21 07:55:18.897,0.008688012,0
1448,23168,2025-07-21 07:55:26.722,0.008679824,0
1449,23184,2025-07-21 07:55:28.824,0.0086903805,0
1450,23200,2025-07-21 07:55:35.486,0.008682242,0
1451,23216,2025-07-21 07:55:42.704,0.008681862,0
1452,23232,2025-07-21 07:55:51.544,0.008681872,0
1453,23248,2025-07-21 07:55:53.897,0.008683954,0
1454,23264,2025-07-21 07:55:59.048,0.008683945,0
1455,23280,2025-07-21 07:56:05.080,0.0086824205,0
1456,23296,2025-07-21 07:56:14.843,0.00868998,0
1457,23312,2025-07-21 07:56:18.751,0.008711414,0
1458,23328,2025-07-21 07:56:21.153,0.008762201,0
1459,23344,2025-07-21 07:56:30.155,0.008763725,0
1460,23360,2025-07-21 07:56:37.865,0.008756166,0
